order_item_id,order_id,product_id,quantity,unit_price
3875,4854,94,3,181.1
3876,7262,193,5,46.76
3877,7237,189,2,499.58
3878,4238,67,2,326.61
3879,5056,183,5,118.84
3880,3739,274,4,99.59
3881,2823,248,5,228.47
3882,7748,68,1,93.39
3883,6595,242,2,13.36
3884,1878,117,5,297.72
3885,3365,257,4,299.34
3886,3125,103,1,102.0
3887,2497,155,5,157.12
3888,5567,124,5,285.66
3889,3690,216,2,304.89
3890,2950,134,1,399.83
3891,8882,145,3,47.31
3892,6481,103,1,102.0
3893,4749,229,1,329.68
3894,6077,177,2,208.94
3895,6192,149,5,316.75
3896,2653,219,3,253.15
3897,6256,136,5,256.33
3898,6389,132,2,336.8
3899,6016,15,2,268.07
3900,2385,239,2,496.83
3901,5126,11,1,338.78
3902,4971,252,3,193.03
3903,275,23,1,437.16
3904,6734,162,5,306.96
3905,6259,166,1,368.07
3906,7062,100,3,75.62
3907,2998,3,1,367.54
3908,2219,64,4,188.07
3909,9690,138,5,28.88
3910,1736,206,4,302.41
3911,6090,70,2,316.56
3912,5830,185,3,218.38
3913,3395,124,3,285.66
3914,3232,235,3,121.68
3915,2550,190,2,76.42
3916,6086,38,5,346.05
3917,807,250,4,259.06
3918,2398,146,1,350.77
3919,217,202,3,251.69
3920,934,27,5,268.8
3921,4876,98,4,169.87
3922,9676,136,3,256.33
3923,9000,97,2,426.51
3924,237,37,4,429.04
3925,9657,177,3,208.94
3926,6837,220,4,254.98
3927,87,189,2,499.58
3928,7572,282,4,92.68
3929,1287,29,3,226.34
3930,4925,162,5,306.96
3931,9499,84,5,305.89
3932,6454,98,3,169.87
3933,1242,142,3,308.88
3934,1271,72,5,363.19
3935,3364,88,3,174.97
3936,8685,277,1,222.48
3937,4120,220,2,254.98
3938,9412,213,2,309.36
3939,4459,85,5,468.74
3940,5359,121,2,316.06
3941,7530,106,3,477.17
3942,1722,2,1,36.23
3943,1561,213,1,309.36
3944,3226,37,2,429.04
3945,2076,131,1,344.5
3946,7577,78,1,95.61
3947,7999,284,4,188.94
3948,3571,212,1,446.46
3949,1449,64,1,188.07
3950,3015,285,1,137.45
3951,2350,142,4,308.88
3952,2351,183,2,118.84
3953,8182,212,3,446.46
3954,9358,197,1,242.76
3955,5391,160,2,442.17
3956,8578,142,1,308.88
3957,7391,177,1,208.94
3958,9165,241,4,308.29
3959,6205,80,5,127.91
3960,6344,270,1,208.98
3961,3754,136,2,256.33
3962,6040,152,1,120.84
3963,8277,29,4,226.34
3964,8303,177,2,208.94
3965,4365,221,5,281.7
3966,8173,9,3,142.35
3967,4200,56,3,192.48
3968,8174,175,3,223.71
3969,9769,180,4,355.09
3970,6288,54,3,320.29
3971,8473,122,4,244.54
3972,7813,17,3,173.39
3973,6573,25,1,360.83
3974,1146,1,2,88.51
3975,6801,219,5,253.15
3976,2698,85,1,468.74
3977,8348,124,4,285.66
3978,7760,110,2,440.21
3979,674,21,3,125.7
3980,9923,281,3,156.01
3981,2574,234,3,179.31
3982,1189,65,2,384.51
3983,2759,107,1,205.32
3984,6570,123,1,81.16
3985,259,12,3,54.68
3986,2409,84,1,305.89
3987,6482,170,2,227.07
3988,9286,51,2,48.21
3989,1112,264,2,150.61
3990,8909,162,2,306.96
3991,1708,53,3,16.3
3992,5243,196,2,59.84
3993,9675,27,2,268.8
3994,2449,232,3,52.7
3995,3383,145,2,47.31
3996,2255,86,4,173.4
3997,817,130,5,385.11
3998,8082,74,3,405.92
3999,7477,244,2,109.46
4000,5041,22,3,303.45
4001,9749,141,5,438.69
4002,9460,191,2,334.31
4003,2325,41,2,20.04
4004,2172,261,2,313.16
4005,5935,291,3,105.71
4006,2499,121,5,316.06
4007,2237,144,4,366.68
4008,6432,224,2,391.84
4009,7188,207,5,295.85
4010,2857,28,2,208.72
4011,4347,203,5,108.53
4012,150,193,5,46.76
4013,2779,223,5,338.52
4014,2520,114,4,386.26
4015,3941,242,4,13.36
4016,2935,221,1,281.7
4017,7525,190,1,76.42
4018,4490,274,3,99.59
4019,1830,172,3,188.4
4020,2106,229,4,329.68
4021,1128,222,2,247.72
4022,600,62,1,212.55
4023,5918,137,3,285.63
4024,315,23,1,437.16
4025,1604,244,2,109.46
4026,1231,243,3,182.84
4027,9848,34,2,447.13
4028,554,176,1,110.7
4029,9552,224,3,391.84
4030,6976,216,1,304.89
4031,2623,158,5,416.5
4032,1085,31,3,383.2
4033,3969,233,5,321.3
4034,4643,14,3,429.41
4035,2823,61,5,282.4
4036,690,147,2,278.13
4037,5038,295,5,100.11
4038,962,204,1,219.23
4039,7864,64,2,188.07
4040,6768,55,4,174.89
4041,2198,261,2,313.16
4042,1427,160,5,442.17
4043,1263,186,5,269.03
4044,9003,183,3,118.84
4045,6587,149,3,316.75
4046,4796,132,5,336.8
4047,6190,200,4,409.48
4048,6392,144,5,366.68
4049,8254,265,5,317.26
4050,2484,198,3,100.14
4051,3568,188,5,70.74
4052,6219,67,4,326.61
4053,466,117,5,297.72
4054,9445,119,4,375.85
4055,5046,284,2,188.94
4056,4311,145,2,47.31
4057,3698,254,2,484.63
4058,7641,114,2,386.26
4059,7958,186,5,269.03
4060,4300,54,5,320.29
4061,3043,127,3,469.62
4062,5011,77,4,326.71
4063,2659,243,3,182.84
4064,7118,263,4,225.84
4065,6443,299,1,450.67
4066,8857,263,1,225.84
4067,6407,77,2,326.71
4068,5174,37,2,429.04
4069,6465,71,4,132.99
4070,4092,205,2,254.64
4071,4382,237,5,128.96
4072,9445,245,4,362.23
4073,1707,231,5,352.16
4074,3430,7,4,469.38
4075,2255,163,4,419.51
4076,9710,203,2,108.53
4077,4061,63,4,435.26
4078,2651,135,5,22.99
4079,2904,68,3,93.39
4080,7491,118,2,135.52
4081,4307,38,2,346.05
4082,6367,64,1,188.07
4083,9174,260,1,92.89
4084,4120,84,1,305.89
4085,5455,127,3,469.62
4086,1385,251,3,274.5
4087,926,29,4,226.34
4088,181,144,5,366.68
4089,7007,4,1,178.56
4090,9780,18,5,180.55
4091,2414,269,1,285.65
4092,3564,51,1,48.21
4093,3940,132,5,336.8
4094,4370,40,3,116.15
4095,365,41,4,20.04
4096,4627,228,3,80.49
4097,7012,218,4,15.89
4098,8473,245,2,362.23
4099,1610,145,1,47.31
4100,7301,103,4,102.0
4101,4198,101,5,219.23
4102,242,108,5,44.16
4103,9530,69,3,254.83
4104,4337,55,3,174.89
4105,1185,269,4,285.65
4106,9386,293,2,37.29
4107,8183,52,1,229.17
4108,1671,172,1,188.4
4109,2345,194,3,239.24
4110,224,208,2,447.11
4111,6227,130,2,385.11
4112,196,39,1,249.63
4113,5711,42,4,355.78
4114,9438,211,3,123.51
4115,3107,196,4,59.84
4116,9792,193,1,46.76
4117,2328,151,3,24.0
4118,7078,183,5,118.84
4119,8865,152,1,120.84
4120,8528,40,5,116.15
4121,9690,36,2,485.16
4122,2231,192,1,208.11
4123,7865,253,1,340.04
4124,3360,112,2,455.44
4125,6119,102,3,458.96
4126,3207,220,5,254.98
4127,416,206,1,302.41
4128,2229,31,1,383.2
4129,8075,253,5,340.04
4130,4382,124,2,285.66
4131,6917,111,3,329.82
4132,7439,93,4,37.82
4133,3339,279,5,53.57
4134,1874,134,3,399.83
4135,390,165,4,328.63
4136,6175,233,5,321.3
4137,4476,180,5,355.09
4138,4475,261,2,313.16
4139,7524,190,4,76.42
4140,3295,112,1,455.44
4141,2345,159,5,361.76
4142,7673,41,1,20.04
4143,1943,297,4,65.99
4144,868,245,4,362.23
4145,8318,125,5,10.67
4146,6824,167,5,56.07
4147,6106,284,3,188.94
4148,8440,287,3,154.82
4149,2359,39,1,249.63
4150,5295,179,3,274.24
4151,9908,52,3,229.17
4152,8051,143,5,34.33
4153,1909,269,5,285.65
4154,1760,248,5,228.47
4155,1350,113,2,372.64
4156,6662,41,2,20.04
4157,5288,123,1,81.16
4158,4292,142,4,308.88
4159,4983,239,1,496.83
4160,4213,27,2,268.8
4161,9820,234,2,179.31
4162,6959,225,3,460.49
4163,9610,3,3,367.54
4164,3239,123,3,81.16
4165,3541,208,1,447.11
4166,2774,158,5,416.5
4167,2594,10,5,313.51
4168,3350,116,3,254.52
4169,9594,36,4,485.16
4170,7872,2,1,36.23
4171,6917,128,5,32.54
4172,3361,2,1,36.23
4173,6024,21,2,125.7
4174,448,69,5,254.83
4175,1070,236,2,194.74
4176,7288,70,5,316.56
4177,3902,137,4,285.63
4178,9227,53,2,16.3
4179,6624,188,1,70.74
4180,192,36,2,485.16
4181,6286,130,4,385.11
4182,616,297,5,65.99
4183,5244,204,5,219.23
4184,367,122,2,244.54
4185,8356,189,2,499.58
4186,4956,56,2,192.48
4187,4601,12,5,54.68
4188,4899,136,4,256.33
4189,303,76,4,93.74
4190,8610,270,1,208.98
4191,308,142,5,308.88
4192,8204,192,4,208.11
4193,4374,167,1,56.07
4194,6565,218,4,15.89
4195,2913,163,3,419.51
4196,953,87,1,43.4
4197,1951,140,5,39.62
4198,7910,16,3,128.47
4199,7469,77,5,326.71
4200,8983,132,1,336.8
4201,9969,13,2,73.09
4202,3298,246,3,409.43
4203,5140,26,2,392.06
4204,3138,47,5,397.85
4205,4387,79,4,250.12
4206,2879,192,1,208.11
4207,6516,259,2,54.15
4208,4072,2,2,36.23
4209,8575,249,3,225.61
4210,6643,284,1,188.94
4211,4200,143,1,34.33
4212,3151,48,2,346.37
4213,378,217,4,129.58
4214,2299,224,5,391.84
4215,7651,206,1,302.41
4216,2349,142,2,308.88
4217,1250,30,5,23.68
4218,6927,291,3,105.71
4219,2114,39,4,249.63
4220,4229,215,4,220.07
4221,4987,24,5,53.51
4222,6881,249,3,225.61
4223,2848,253,3,340.04
4224,9558,250,3,259.06
4225,981,289,3,117.5
4226,2550,215,3,220.07
4227,5789,21,4,125.7
4228,72,295,4,100.11
4229,1073,272,5,183.84
4230,9806,296,1,495.46
4231,7187,129,4,437.14
4232,1373,33,2,163.61
4233,475,116,1,254.52
4234,2293,20,4,44.96
4235,8331,239,5,496.83
4236,2962,165,4,328.63
4237,5389,167,3,56.07
4238,4955,225,2,460.49
4239,2332,141,2,438.69
4240,5958,30,5,23.68
4241,2004,230,2,402.59
4242,8191,35,5,45.1
4243,5639,75,4,87.43
4244,4789,212,4,446.46
4245,5737,252,1,193.03
4246,3527,100,5,75.62
4247,5900,198,2,100.14
4248,713,192,5,208.11
4249,3928,156,1,12.67
4250,8188,244,5,109.46
4251,5220,242,5,13.36
4252,3745,44,4,154.74
4253,2322,167,4,56.07
4254,6612,193,2,46.76
4255,542,115,4,33.31
4256,1411,130,5,385.11
4257,2520,295,5,100.11
4258,5794,148,2,328.63
4259,706,9,5,142.35
4260,2960,228,3,80.49
4261,7342,75,3,87.43
4262,9842,105,4,349.93
4263,2984,131,2,344.5
4264,3871,300,2,463.38
4265,4527,182,2,40.96
4266,8570,211,2,123.51
4267,9111,133,3,107.76
4268,8016,113,2,372.64
4269,3500,17,2,173.39
4270,651,149,3,316.75
4271,1128,256,5,146.62
4272,2365,47,4,397.85
4273,1731,215,1,220.07
4274,7904,279,4,53.57
4275,9550,288,2,257.37
4276,5376,186,3,269.03
4277,3501,277,1,222.48
4278,4350,213,5,309.36
4279,8982,83,4,176.35
4280,4709,135,5,22.99
4281,2152,74,5,405.92
4282,3746,274,1,99.59
4283,7385,208,1,447.11
4284,5604,208,4,447.11
4285,8933,78,2,95.61
4286,2734,273,5,494.65
4287,9405,93,3,37.82
4288,4834,294,5,250.45
4289,1192,249,5,225.61
4290,3597,294,5,250.45
4291,4893,11,2,338.78
4292,7517,84,1,305.89
4293,7557,198,2,100.14
4294,399,217,1,129.58
4295,5093,53,2,16.3
4296,9286,190,4,76.42
4297,7624,232,5,52.7
4298,4588,268,4,213.4
4299,3550,44,2,154.74
4300,8610,158,2,416.5
4301,5047,263,5,225.84
4302,5585,20,4,44.96
4303,8119,109,1,441.02
4304,8064,23,5,437.16
4305,4457,131,4,344.5
4306,6845,177,3,208.94
4307,3254,227,3,446.14
4308,2,153,5,312.39
4309,9667,153,2,312.39
4310,5639,215,5,220.07
4311,6482,195,2,405.73
4312,7094,17,5,173.39
4313,1474,41,1,20.04
4314,4003,60,2,326.84
4315,1933,8,3,90.82
4316,3902,257,5,299.34
4317,1219,10,2,313.51
4318,9724,221,2,281.7
4319,7032,202,1,251.69
4320,1057,176,2,110.7
4321,636,71,4,132.99
4322,380,192,3,208.11
4323,9906,209,2,61.87
4324,409,176,3,110.7
4325,4892,143,3,34.33
4326,2892,293,2,37.29
4327,870,151,5,24.0
4328,5806,10,3,313.51
4329,4691,71,1,132.99
4330,5384,191,5,334.31
4331,9251,128,1,32.54
4332,4491,299,2,450.67
4333,5453,266,3,484.91
4334,9939,143,4,34.33
4335,3379,36,3,485.16
4336,1850,118,5,135.52
4337,8947,104,1,180.03
4338,8794,106,1,477.17
4339,4525,157,4,21.78
4340,9945,166,3,368.07
4341,9255,42,3,355.78
4342,1015,201,3,134.66
4343,3457,201,2,134.66
4344,6345,188,4,70.74
4345,9730,62,2,212.55
4346,1451,142,2,308.88
4347,9879,23,4,437.16
4348,771,73,4,172.77
4349,5987,53,3,16.3
4350,5177,174,4,271.98
4351,1086,275,5,431.15
4352,9313,271,4,28.06
4353,2684,246,4,409.43
4354,1070,165,1,328.63
4355,7609,119,4,375.85
4356,9046,15,4,268.07
4357,537,38,4,346.05
4358,5778,220,3,254.98
4359,771,38,4,346.05
4360,2806,96,3,363.43
4361,1590,238,1,112.11
4362,154,234,3,179.31
4363,5519,80,2,127.91
4364,4099,262,4,187.74
4365,7561,178,5,18.94
4366,4965,77,2,326.71
4367,6124,197,2,242.76
4368,6915,236,3,194.74
4369,6425,173,1,135.63
4370,3161,164,1,53.85
4371,6567,111,1,329.82
4372,9937,151,3,24.0
4373,975,214,4,418.37
4374,2997,244,2,109.46
4375,1398,77,2,326.71
4376,5785,86,1,173.4
4377,8994,144,3,366.68
4378,2026,91,3,185.21
4379,7938,80,2,127.91
4380,2532,57,2,100.83
4381,2661,112,5,455.44
4382,9878,124,2,285.66
4383,628,50,2,346.26
4384,4215,196,1,59.84
4385,8924,35,2,45.1
4386,1722,82,2,34.07
4387,2788,207,5,295.85
4388,5108,72,5,363.19
4389,8907,8,5,90.82
4390,2395,180,4,355.09
4391,5586,175,4,223.71
4392,7033,116,2,254.52
4393,4657,120,1,140.51
4394,896,154,2,456.67
4395,3518,57,3,100.83
4396,8310,292,1,285.69
4397,3305,265,2,317.26
4398,3126,67,5,326.61
4399,1418,176,5,110.7
4400,7955,97,1,426.51
4401,9484,157,5,21.78
4402,3844,81,3,70.29
4403,5151,159,1,361.76
4404,4294,98,4,169.87
4405,522,80,5,127.91
4406,2793,188,4,70.74
4407,1956,184,2,196.74
4408,4381,238,1,112.11
4409,6459,180,2,355.09
4410,4496,280,4,247.79
4411,4220,238,2,112.11
4412,544,172,5,188.4
4413,5652,244,1,109.46
4414,9683,186,1,269.03
4415,1042,203,4,108.53
4416,6395,109,5,441.02
4417,6413,66,1,241.86
4418,9290,239,1,496.83
4419,3078,165,4,328.63
4420,4155,298,4,239.34
4421,3548,171,2,303.44
4422,7019,194,2,239.24
4423,7767,211,1,123.51
4424,7846,94,5,181.1
4425,9033,264,5,150.61
4426,7474,192,3,208.11
4427,542,207,1,295.85
4428,6826,96,3,363.43
4429,537,131,1,344.5
4430,9183,59,4,471.86
4431,5269,246,1,409.43
4432,3788,53,2,16.3
4433,5340,137,5,285.63
4434,349,259,4,54.15
4435,5031,127,2,469.62
4436,5621,134,3,399.83
4437,5203,246,1,409.43
4438,4536,137,1,285.63
4439,6512,246,3,409.43
4440,7039,7,3,469.38
4441,9271,300,3,463.38
4442,4037,140,2,39.62
4443,3644,126,5,422.94
4444,8734,262,5,187.74
4445,8359,159,4,361.76
4446,1532,97,2,426.51
4447,7979,63,3,435.26
4448,8079,145,3,47.31
4449,9104,15,4,268.07
4450,8502,270,4,208.98
4451,6835,181,3,492.15
4452,4264,116,5,254.52
4453,819,201,1,134.66
4454,6299,84,2,305.89
4455,9711,257,4,299.34
4456,2011,185,2,218.38
4457,7200,168,1,60.94
4458,8807,216,4,304.89
4459,932,175,2,223.71
4460,8711,211,1,123.51
4461,1931,202,5,251.69
4462,5774,290,5,104.21
4463,7047,97,5,426.51
4464,8444,205,4,254.64
4465,3358,36,4,485.16
4466,3039,45,2,284.99
4467,2035,200,4,409.48
4468,9060,25,1,360.83
4469,6628,64,3,188.07
4470,1590,164,1,53.85
4471,3326,279,3,53.57
4472,1874,217,2,129.58
4473,3779,216,3,304.89
4474,8832,70,4,316.56
4475,5568,16,2,128.47
4476,5244,5,5,491.57
4477,2883,214,2,418.37
4478,7840,212,3,446.46
4479,2390,288,3,257.37
4480,8296,78,1,95.61
4481,1401,296,5,495.46
4482,6198,9,1,142.35
4483,5732,64,4,188.07
4484,1390,12,2,54.68
4485,1423,201,3,134.66
4486,7416,254,3,484.63
4487,475,174,1,271.98
4488,599,6,5,114.9
4489,8769,32,5,322.14
4490,8238,134,2,399.83
4491,6164,260,5,92.89
4492,2855,202,5,251.69
4493,5040,207,5,295.85
4494,832,139,1,271.27
4495,7590,225,2,460.49
4496,4784,298,4,239.34
4497,3599,129,4,437.14
4498,1376,50,2,346.26
4499,9891,250,1,259.06
4500,254,270,5,208.98
4501,6266,80,5,127.91
4502,7676,173,2,135.63
4503,746,207,4,295.85
4504,9428,15,2,268.07
4505,7192,57,3,100.83
4506,1685,30,4,23.68
4507,9695,58,3,304.9
4508,9660,155,4,157.12
4509,615,258,1,118.2
4510,6152,97,5,426.51
4511,3539,88,3,174.97
4512,1861,216,3,304.89
4513,7776,55,1,174.89
4514,9459,15,5,268.07
4515,9192,94,4,181.1
4516,3946,96,1,363.43
4517,3252,210,3,40.01
4518,6909,114,2,386.26
4519,9054,152,3,120.84
4520,8865,106,2,477.17
4521,3219,99,5,80.34
4522,2707,267,3,439.36
4523,2225,211,2,123.51
4524,516,133,4,107.76
4525,4492,12,5,54.68
4526,8302,101,5,219.23
4527,972,123,3,81.16
4528,2757,139,2,271.27
4529,5642,99,1,80.34
4530,5181,11,1,338.78
4531,8255,130,3,385.11
4532,1789,269,5,285.65
4533,4764,86,5,173.4
4534,1542,125,5,10.67
4535,5119,209,5,61.87
4536,8943,3,5,367.54
4537,6235,49,2,277.11
4538,6866,229,3,329.68
4539,9750,197,3,242.76
4540,9102,200,3,409.48
4541,9021,128,3,32.54
4542,762,155,3,157.12
4543,948,54,1,320.29
4544,8352,149,3,316.75
4545,294,207,3,295.85
4546,546,10,1,313.51
4547,3583,92,1,223.16
4548,1648,85,2,468.74
4549,6776,76,5,93.74
4550,8158,13,1,73.09
4551,3421,97,1,426.51
4552,7732,252,2,193.03
4553,6346,267,4,439.36
4554,3406,278,3,288.88
4555,5900,269,2,285.65
4556,4058,279,5,53.57
4557,8465,95,3,443.96
4558,8797,174,2,271.98
4559,572,161,1,350.25
4560,1571,41,2,20.04
4561,1038,90,2,143.64
4562,2572,150,4,350.68
4563,4609,138,4,28.88
4564,5176,32,4,322.14
4565,161,252,1,193.03
4566,4828,283,1,135.27
4567,4726,274,5,99.59
4568,9031,22,5,303.45
4569,7243,300,1,463.38
4570,1964,239,3,496.83
4571,3418,213,1,309.36
4572,6796,138,2,28.88
4573,7350,185,5,218.38
4574,2726,91,2,185.21
4575,4421,215,4,220.07
4576,8927,10,1,313.51
4577,4448,180,1,355.09
4578,5849,45,3,284.99
4579,3532,16,1,128.47
4580,4218,41,5,20.04
4581,3693,269,4,285.65
4582,1978,27,3,268.8
4583,7652,166,3,368.07
4584,6458,279,2,53.57
4585,9288,272,1,183.84
4586,9533,27,1,268.8
4587,6760,159,4,361.76
4588,7941,242,3,13.36
4589,6369,37,3,429.04
4590,8871,17,3,173.39
4591,1657,250,5,259.06
4592,3932,87,5,43.4
4593,6893,221,1,281.7
4594,5213,149,4,316.75
4595,4964,129,1,437.14
4596,3011,148,5,328.63
4597,7724,147,4,278.13
4598,132,78,2,95.61
4599,5221,299,5,450.67
4600,9271,61,3,282.4
4601,9390,219,1,253.15
4602,6893,160,3,442.17
4603,8829,279,2,53.57
4604,3953,187,3,148.92
4605,7011,125,4,10.67
4606,4956,150,3,350.68
4607,1389,45,4,284.99
4608,4542,159,3,361.76
4609,4756,181,5,492.15
4610,2516,161,1,350.25
4611,5950,120,4,140.51
4612,3482,249,3,225.61
4613,6136,90,4,143.64
4614,6413,190,2,76.42
4615,7367,50,1,346.26
4616,9960,198,3,100.14
4617,5024,218,5,15.89
4618,5510,168,2,60.94
4619,8775,136,4,256.33
4620,8007,51,4,48.21
4621,7742,140,1,39.62
4622,7759,81,1,70.29
4623,3500,73,2,172.77
4624,3541,240,3,250.99
4625,4667,243,3,182.84
4626,2955,138,5,28.88
4627,1512,299,4,450.67
4628,3787,230,5,402.59
4629,2037,230,1,402.59
4630,6119,97,3,426.51
4631,5992,296,1,495.46
4632,7314,82,4,34.07
4633,4531,68,2,93.39
4634,1869,15,2,268.07
4635,9983,265,2,317.26
4636,2776,275,1,431.15
4637,8803,78,2,95.61
4638,9280,68,1,93.39
4639,639,128,2,32.54
4640,9000,131,4,344.5
4641,5619,103,2,102.0
4642,668,155,3,157.12
4643,6568,189,4,499.58
4644,4178,85,3,468.74
4645,4228,153,3,312.39
4646,8472,38,5,346.05
4647,7192,142,1,308.88
4648,1856,220,5,254.98
4649,1786,145,1,47.31
4650,3773,195,3,405.73
4651,9928,189,4,499.58
4652,1946,61,3,282.4
4653,3818,11,4,338.78
4654,8025,200,4,409.48
4655,4907,69,5,254.83
4656,9280,111,4,329.82
4657,8123,286,5,221.77
4658,9507,109,3,441.02
4659,6436,278,2,288.88
4660,2065,63,4,435.26
4661,5043,240,5,250.99
4662,4984,206,2,302.41
4663,8692,116,2,254.52
4664,3639,235,2,121.68
4665,56,222,1,247.72
4666,3005,201,3,134.66
4667,7135,152,3,120.84
4668,4499,288,1,257.37
4669,9060,38,1,346.05
4670,5726,116,2,254.52
4671,5496,194,1,239.24
4672,6992,226,1,273.77
4673,3720,298,1,239.34
4674,9997,248,5,228.47
4675,4157,255,1,217.92
4676,2298,217,4,129.58
4677,996,72,3,363.19
4678,7589,200,1,409.48
4679,4913,77,4,326.71
4680,936,81,3,70.29
4681,9639,146,3,350.77
4682,6328,231,2,352.16
4683,6839,145,4,47.31
4684,745,81,1,70.29
4685,6820,122,4,244.54
4686,2798,7,1,469.38
4687,9787,77,2,326.71
4688,2322,282,3,92.68
4689,8846,209,4,61.87
4690,9615,204,3,219.23
4691,2018,56,3,192.48
4692,8066,112,1,455.44
4693,8324,236,3,194.74
4694,6683,236,4,194.74
4695,6102,55,3,174.89
4696,2951,43,5,148.61
4697,7178,115,2,33.31
4698,8572,217,5,129.58
4699,5735,140,1,39.62
4700,3095,137,2,285.63
4701,7098,157,5,21.78
4702,9526,140,4,39.62
4703,1909,9,2,142.35
4704,8134,202,5,251.69
4705,7017,190,2,76.42
4706,764,153,5,312.39
4707,7775,203,3,108.53
4708,5981,189,4,499.58
4709,760,27,1,268.8
4710,6556,195,1,405.73
4711,6056,220,1,254.98
4712,4748,76,4,93.74
4713,7370,252,3,193.03
4714,1453,123,3,81.16
4715,1024,210,2,40.01
4716,8342,234,5,179.31
4717,8668,116,1,254.52
4718,3697,29,5,226.34
4719,5908,121,1,316.06
4720,8691,89,1,67.78
4721,2951,243,2,182.84
4722,829,262,2,187.74
4723,9311,59,1,471.86
4724,3191,244,5,109.46
4725,7776,5,4,491.57
4726,3233,284,5,188.94
4727,8533,153,4,312.39
4728,1808,92,5,223.16
4729,259,114,1,386.26
4730,3134,240,2,250.99
4731,6747,190,5,76.42
4732,5379,126,1,422.94
4733,6178,71,2,132.99
4734,5547,10,2,313.51
4735,4730,82,3,34.07
4736,7673,13,2,73.09
4737,1583,240,4,250.99
4738,852,244,4,109.46
4739,2865,145,3,47.31
4740,6913,75,1,87.43
4741,8444,50,3,346.26
4742,4635,182,2,40.96
4743,6281,176,4,110.7
4744,1516,76,1,93.74
4745,1751,111,4,329.82
4746,5755,278,2,288.88
4747,397,189,1,499.58
4748,3464,247,5,420.93
4749,6259,223,5,338.52
4750,630,259,4,54.15
4751,3889,27,4,268.8
4752,1704,57,1,100.83
4753,7420,282,5,92.68
4754,5200,165,1,328.63
4755,5185,299,2,450.67
4756,9212,250,5,259.06
4757,5413,295,3,100.11
4758,355,106,2,477.17
4759,6839,7,2,469.38
4760,5017,35,3,45.1
4761,5196,213,3,309.36
4762,6412,155,5,157.12
4763,2323,114,4,386.26
4764,8289,184,3,196.74
4765,2727,293,1,37.29
4766,8745,215,2,220.07
4767,1077,261,5,313.16
4768,3169,159,4,361.76
4769,6771,196,5,59.84
4770,5114,196,3,59.84
4771,2604,35,2,45.1
4772,4153,293,3,37.29
4773,7125,4,1,178.56
4774,2370,12,3,54.68
4775,5254,202,3,251.69
4776,3027,237,2,128.96
4777,2301,173,5,135.63
4778,867,210,5,40.01
4779,1250,171,4,303.44
4780,5313,202,5,251.69
4781,8265,141,2,438.69
4782,6142,139,3,271.27
4783,5271,80,2,127.91
4784,5204,229,2,329.68
4785,3171,243,3,182.84
4786,6198,42,3,355.78
4787,4006,256,1,146.62
4788,6138,196,3,59.84
4789,3994,135,2,22.99
4790,9272,96,2,363.43
4791,486,200,2,409.48
4792,376,149,5,316.75
4793,1126,188,5,70.74
4794,4231,133,4,107.76
4795,7888,121,4,316.06
4796,2966,43,3,148.61
4797,1699,299,5,450.67
4798,5852,36,5,485.16
4799,4455,161,5,350.25
4800,8893,224,5,391.84
4801,7937,5,5,491.57
4802,9649,78,3,95.61
4803,4960,150,5,350.68
4804,6304,228,5,80.49
4805,7111,154,5,456.67
4806,381,163,4,419.51
4807,9169,295,4,100.11
4808,3205,209,5,61.87
4809,2178,129,3,437.14
4810,5588,90,2,143.64
4811,5263,189,5,499.58
4812,3079,259,3,54.15
4813,382,291,3,105.71
4814,3616,287,2,154.82
4815,7241,273,1,494.65
4816,9727,7,1,469.38
4817,7191,207,1,295.85
4818,7737,64,2,188.07
4819,1309,132,2,336.8
4820,868,124,5,285.66
4821,2099,2,2,36.23
4822,4975,288,1,257.37
4823,382,35,3,45.1
4824,1205,152,5,120.84
4825,2491,298,5,239.34
4826,3001,234,4,179.31
4827,2755,96,4,363.43
4828,9608,54,4,320.29
4829,5570,263,3,225.84
4830,161,90,5,143.64
4831,3639,88,4,174.97
4832,1951,176,4,110.7
4833,590,148,1,328.63
4834,4516,234,2,179.31
4835,381,147,2,278.13
4836,9856,276,4,351.09
4837,1555,149,2,316.75
4838,2319,167,1,56.07
4839,3616,236,5,194.74
4840,1644,52,3,229.17
4841,5252,180,4,355.09
4842,8556,174,4,271.98
4843,4358,169,5,50.39
4844,5417,193,5,46.76
4845,5619,277,3,222.48
4846,317,68,5,93.39
4847,6030,98,4,169.87
4848,8521,212,1,446.46
4849,9173,8,1,90.82
4850,4665,215,5,220.07
4851,5669,133,2,107.76
4852,1492,8,3,90.82
4853,7092,277,3,222.48
4854,533,154,4,456.67
4855,2433,67,1,326.61
4856,7125,111,3,329.82
4857,8982,85,2,468.74
4858,7630,83,4,176.35
4859,8285,160,4,442.17
4860,4498,177,2,208.94
4861,9233,185,4,218.38
4862,6267,284,1,188.94
4863,8485,50,1,346.26
4864,8121,23,2,437.16
4865,9019,99,5,80.34
4866,6114,204,4,219.23
4867,3572,110,1,440.21
4868,2704,264,3,150.61
4869,7108,163,1,419.51
4870,863,51,1,48.21
4871,7118,185,2,218.38
4872,3694,77,5,326.71
4873,1701,176,2,110.7
4874,4220,145,3,47.31
4875,2326,155,2,157.12
4876,9112,198,2,100.14
4877,3280,202,4,251.69
4878,5369,89,5,67.78
4879,4513,48,4,346.37
