order_id,customer_id,order_date,status
2623,1481,2025-05-17 05:59:06,processing
2624,271,2025-12-22 10:03:54,processing
2625,1991,2025-05-11 08:14:13,delivered
2626,1698,2025-11-19 07:21:01,delivered
2627,357,2025-11-05 02:50:52,processing
2628,9,2025-06-24 06:51:44,delivered
2629,2746,2026-01-05 03:56:51,delivered
2630,2187,2025-09-20 16:58:45,delivered
2631,2552,2025-07-20 04:05:53,shipped
2632,2268,2025-10-05 06:51:51,delivered
2633,1684,2025-10-18 17:40:53,shipped
2634,2722,2026-01-26 02:42:35,processing
2635,1140,2025-07-13 08:33:28,delivered
2636,1784,2025-10-05 18:42:07,delivered
2637,2604,2025-11-24 12:33:00,shipped
2638,1145,2025-07-04 03:54:35,shipped
2639,199,2025-07-27 05:59:12,delivered
2640,1530,2025-08-10 03:47:18,cancelled
2641,1457,2026-01-02 03:13:25,delivered
2642,2215,2025-12-14 12:48:40,shipped
2643,2618,2025-10-20 02:39:01,cancelled
2644,1979,2025-07-21 18:00:40,cancelled
2645,81,2025-06-23 17:39:18,cancelled
2646,639,2025-11-24 18:48:56,cancelled
2647,1750,2025-11-20 02:41:59,shipped
2648,2254,2025-07-14 18:49:58,shipped
2649,1582,2026-02-03 10:26:48,cancelled
2650,1916,2026-03-09 18:39:25,cancelled
2651,2592,2025-04-26 16:12:53,delivered
2652,2415,2025-09-13 18:57:13,shipped
2653,2589,2026-02-27 01:31:11,delivered
2654,1939,2025-09-26 02:43:53,cancelled
2655,1184,2026-02-07 13:40:09,cancelled
2656,1660,2025-09-09 08:17:34,cancelled
2657,736,2025-09-02 22:25:09,cancelled
2658,2003,2026-03-28 12:53:32,cancelled
2659,2939,2025-06-14 09:25:56,cancelled
2660,399,2026-03-17 13:26:57,processing
2661,542,2026-01-07 05:45:45,processing
2662,584,2026-03-03 07:30:45,processing
2663,1484,2025-09-04 00:53:05,cancelled
2664,859,2026-03-17 14:37:37,delivered
2665,2432,2025-12-19 16:41:41,shipped
2666,430,2025-05-22 08:56:35,cancelled
2667,869,2026-04-05 08:38:49,delivered
2668,2067,2025-12-17 04:05:05,cancelled
2669,73,2025-04-22 16:50:08,shipped
2670,1883,2026-01-06 05:10:46,shipped
2671,128,2026-02-16 19:13:27,shipped
2672,2606,2025-08-08 10:00:46,shipped
2673,1954,2026-01-28 16:56:23,delivered
2674,1071,2025-05-01 12:32:28,delivered
2675,1545,2025-06-30 12:30:33,cancelled
2676,720,2025-07-03 03:47:44,cancelled
2677,1877,2025-07-11 08:26:19,delivered
2678,550,2025-11-23 17:51:04,cancelled
2679,1069,2025-05-17 02:26:11,processing
2680,2911,2025-05-15 14:56:32,processing
2681,965,2025-04-13 19:15:15,cancelled
2682,2806,2025-10-19 08:14:47,cancelled
2683,1655,2025-09-25 11:01:14,processing
2684,1117,2025-08-03 15:12:52,shipped
2685,1334,2026-01-28 16:09:41,cancelled
2686,1368,2025-10-22 13:06:48,delivered
2687,1776,2025-06-14 14:08:14,processing
2688,1238,2025-10-20 13:55:53,shipped
2689,2644,2025-09-22 03:52:02,shipped
2690,1812,2026-02-13 20:17:52,cancelled
2691,1528,2025-06-25 18:11:22,cancelled
2692,334,2025-04-28 09:02:52,shipped
2693,1697,2026-04-03 11:46:08,delivered
2694,731,2026-03-11 00:19:22,cancelled
2695,1517,2025-08-27 03:37:05,cancelled
2696,2371,2026-02-23 21:52:22,processing
2697,1914,2025-04-18 18:17:14,cancelled
2698,1017,2026-03-14 10:07:34,cancelled
2699,2070,2025-04-30 07:40:29,shipped
2700,1408,2025-09-09 03:33:36,shipped
2701,2180,2025-06-03 19:36:41,delivered
2702,649,2025-09-29 02:07:51,processing
2703,2469,2025-11-23 11:26:15,cancelled
2704,575,2025-11-18 08:23:46,shipped
2705,1204,2025-11-16 20:13:29,processing
2706,2995,2025-08-27 18:38:43,shipped
2707,183,2025-12-03 19:12:56,processing
2708,228,2026-01-11 14:24:13,processing
2709,1438,2025-08-03 00:31:56,processing
2710,1368,2026-01-06 01:16:48,delivered
2711,392,2025-04-15 04:30:18,cancelled
2712,40,2025-07-18 00:33:52,cancelled
2713,1648,2026-02-20 03:10:43,shipped
2714,452,2025-09-18 22:26:59,cancelled
2715,1489,2025-06-18 19:00:45,processing
2716,2830,2025-10-08 23:41:01,cancelled
2717,884,2025-09-21 21:12:24,delivered
2718,2479,2026-01-08 09:56:56,cancelled
2719,1352,2025-06-01 08:14:43,shipped
2720,1292,2025-11-18 00:54:51,delivered
2721,743,2025-09-11 05:11:35,shipped
2722,150,2025-09-06 00:40:31,cancelled
2723,1736,2025-11-15 07:59:51,processing
2724,768,2025-08-08 23:19:09,processing
2725,1286,2025-12-12 11:16:12,cancelled
2726,2701,2026-02-12 10:28:37,cancelled
2727,2309,2025-05-25 04:18:33,processing
2728,311,2025-12-03 04:20:15,delivered
2729,486,2026-02-16 08:42:40,shipped
2730,364,2025-10-01 10:26:22,processing
2731,190,2025-05-09 07:51:19,cancelled
2732,2291,2026-03-17 04:17:02,processing
2733,681,2026-02-26 15:38:39,cancelled
2734,416,2025-10-24 00:15:40,shipped
2735,2572,2025-08-15 02:50:27,processing
2736,1531,2025-12-07 17:41:49,processing
2737,547,2025-09-15 22:27:10,shipped
2738,905,2025-07-20 11:05:57,delivered
2739,64,2025-10-31 10:54:53,processing
2740,2209,2026-02-02 23:31:22,processing
2741,1371,2025-05-18 02:49:56,delivered
2742,1531,2026-03-19 11:03:22,delivered
2743,1124,2026-03-13 19:28:58,processing
2744,474,2025-11-24 17:27:47,cancelled
2745,1135,2025-06-24 20:52:21,delivered
2746,1354,2026-01-31 09:46:42,shipped
2747,1821,2025-10-18 10:46:14,cancelled
2748,2131,2026-03-13 15:04:54,delivered
2749,2388,2025-05-13 04:56:14,shipped
2750,507,2026-01-04 21:52:46,processing
2751,1313,2025-07-09 00:06:10,cancelled
2752,161,2026-02-22 01:53:22,shipped
2753,1476,2025-12-08 21:56:45,delivered
2754,1804,2025-08-02 12:49:48,delivered
2755,2634,2026-03-25 15:23:45,shipped
2756,2172,2026-01-17 15:02:22,delivered
2757,195,2026-01-28 16:09:18,delivered
2758,1619,2026-01-18 01:21:51,processing
2759,2203,2025-12-11 01:12:56,cancelled
2760,2080,2025-12-16 07:10:03,cancelled
2761,1892,2025-05-22 09:58:34,processing
2762,2413,2025-11-12 03:33:41,delivered
2763,1017,2026-03-19 17:01:50,cancelled
2764,1506,2025-10-28 07:47:29,cancelled
2765,1019,2025-07-26 15:39:15,processing
2766,1440,2026-03-29 12:41:25,shipped
2767,2520,2025-11-04 05:43:17,delivered
2768,2999,2025-12-21 01:32:49,cancelled
2769,1350,2025-10-07 18:27:47,delivered
2770,2255,2026-03-26 22:07:54,shipped
2771,335,2025-10-03 20:55:27,shipped
2772,1818,2026-02-24 17:05:24,delivered
2773,230,2025-04-30 09:50:06,processing
2774,2003,2025-05-05 14:23:25,delivered
2775,1574,2025-09-02 07:09:56,shipped
2776,2504,2025-09-21 05:26:58,shipped
2777,2615,2025-04-25 16:26:32,shipped
2778,897,2025-05-06 09:47:06,processing
2779,1903,2026-01-30 22:17:42,cancelled
2780,622,2025-08-21 00:10:50,cancelled
2781,2586,2025-08-24 09:58:17,shipped
2782,1776,2025-11-25 23:09:28,cancelled
2783,2283,2025-09-21 07:09:43,shipped
2784,104,2026-02-20 12:24:14,processing
2785,2471,2025-04-21 19:22:07,delivered
2786,1159,2025-07-08 20:36:20,shipped
2787,1135,2025-08-09 06:04:43,shipped
2788,1868,2026-02-25 23:22:40,shipped
2789,1128,2025-08-22 08:45:15,processing
2790,2547,2026-02-27 00:04:41,shipped
2791,456,2025-09-27 10:05:38,cancelled
2792,753,2025-07-01 11:05:11,processing
2793,2849,2026-03-31 12:46:14,shipped
2794,1202,2025-10-05 07:55:36,shipped
2795,2216,2025-04-23 06:35:31,shipped
2796,2536,2025-11-16 00:01:36,shipped
2797,1976,2025-10-04 01:17:46,shipped
2798,852,2025-08-31 07:11:40,processing
2799,172,2025-11-22 11:37:32,cancelled
2800,2361,2026-01-01 06:18:07,cancelled
2801,1780,2025-12-10 21:28:23,processing
2802,2777,2025-10-11 01:04:05,processing
2803,2407,2025-07-21 13:15:46,shipped
2804,1197,2025-07-07 22:00:56,delivered
2805,2780,2025-07-22 05:20:13,processing
2806,908,2025-06-26 18:39:27,shipped
2807,1039,2026-04-06 23:31:58,shipped
2808,557,2026-02-01 23:09:38,processing
2809,2150,2025-07-21 04:39:55,cancelled
2810,2059,2025-10-13 09:37:48,shipped
2811,703,2025-08-11 12:11:21,cancelled
2812,530,2026-03-24 06:23:18,shipped
2813,2137,2026-03-19 01:18:24,processing
2814,1134,2025-09-07 01:36:46,cancelled
2815,415,2025-06-16 07:23:01,delivered
2816,1388,2026-02-19 14:09:16,delivered
2817,966,2025-08-17 08:32:24,cancelled
2818,1714,2025-05-31 04:21:06,processing
2819,2825,2025-08-18 13:18:24,cancelled
2820,1142,2026-02-23 12:21:19,cancelled
2821,1794,2025-10-11 01:09:35,processing
2822,1759,2025-04-18 01:13:47,delivered
2823,605,2025-10-23 09:04:48,shipped
2824,2554,2025-12-20 15:42:25,delivered
2825,649,2025-05-18 01:28:22,delivered
2826,1938,2025-08-14 01:41:12,cancelled
2827,2846,2026-02-08 01:55:37,cancelled
2828,1192,2025-07-22 12:37:13,delivered
2829,964,2025-04-22 17:04:51,shipped
2830,2820,2026-02-25 19:23:28,shipped
2831,2144,2025-11-14 15:23:23,cancelled
2832,2470,2025-09-10 08:47:46,delivered
2833,1669,2025-06-23 21:43:38,shipped
2834,2474,2025-12-02 06:04:14,shipped
2835,1874,2026-01-21 10:39:03,shipped
2836,2334,2025-07-18 01:33:24,shipped
2837,2381,2025-12-15 17:48:26,cancelled
2838,2217,2026-01-20 10:58:15,delivered
2839,467,2025-05-18 20:40:38,cancelled
2840,327,2025-08-17 12:02:21,shipped
2841,1197,2025-07-22 20:47:04,cancelled
2842,2745,2025-05-20 03:40:24,processing
2843,339,2025-08-26 23:11:34,shipped
2844,885,2026-02-04 15:00:19,delivered
2845,1109,2025-10-09 05:55:57,shipped
2846,801,2025-07-20 23:55:42,processing
2847,2456,2025-07-05 23:23:26,delivered
2848,2304,2025-05-20 07:29:17,processing
2849,1280,2025-06-28 19:27:30,delivered
2850,1499,2025-06-18 19:23:22,cancelled
2851,2707,2025-12-20 19:12:15,shipped
2852,296,2025-12-14 10:55:20,delivered
2853,1808,2026-01-16 13:56:35,shipped
2854,1408,2025-07-18 05:45:31,processing
2855,2896,2025-12-25 02:44:21,delivered
2856,2775,2025-11-30 23:55:55,delivered
2857,1301,2025-06-21 23:50:36,shipped
2858,1440,2026-01-10 03:19:29,cancelled
2859,1157,2025-08-06 19:51:46,shipped
2860,843,2026-03-29 15:35:49,processing
2861,2886,2025-12-09 10:52:06,delivered
2862,813,2026-02-13 03:51:24,processing
2863,1366,2025-09-24 05:23:17,shipped
2864,2352,2025-05-29 04:22:01,shipped
2865,677,2025-05-09 22:18:32,shipped
2866,2684,2025-08-31 11:42:45,delivered
2867,364,2026-02-24 01:28:47,processing
2868,366,2025-10-22 15:41:11,cancelled
2869,2883,2025-12-19 08:01:54,processing
2870,287,2025-05-29 02:51:46,processing
2871,2962,2025-07-07 06:26:49,delivered
2872,210,2025-08-24 04:35:41,cancelled
2873,922,2025-12-28 02:48:41,shipped
2874,174,2025-10-12 16:25:50,shipped
2875,1588,2026-01-14 22:33:15,delivered
2876,1009,2025-06-29 18:02:19,shipped
2877,1655,2025-07-15 14:42:04,shipped
2878,2121,2025-06-26 14:13:17,cancelled
2879,1532,2025-08-26 22:59:55,shipped
2880,1884,2025-05-26 02:06:32,shipped
2881,1926,2025-05-26 13:26:06,cancelled
2882,1079,2025-05-24 15:29:53,processing
2883,2093,2025-07-09 10:21:54,delivered
2884,61,2025-06-26 11:07:11,processing
2885,600,2025-04-21 06:45:35,processing
2886,2676,2025-08-11 07:15:13,delivered
2887,242,2025-12-26 07:32:42,processing
2888,1132,2025-06-29 14:52:39,delivered
2889,1559,2026-02-13 19:22:13,shipped
2890,752,2025-12-10 00:21:20,delivered
2891,2589,2026-01-05 06:53:08,processing
2892,2082,2026-01-05 06:30:57,delivered
2893,1701,2026-02-25 10:06:45,delivered
2894,1109,2026-02-13 08:03:14,shipped
2895,117,2025-04-19 03:32:43,processing
2896,719,2025-08-02 23:37:25,delivered
2897,2700,2026-01-16 09:19:59,shipped
2898,244,2026-02-12 06:53:30,cancelled
2899,2776,2025-12-11 05:58:20,shipped
2900,1371,2025-11-29 23:07:56,delivered
2901,1687,2025-11-14 17:28:02,shipped
2902,762,2025-10-10 20:36:03,cancelled
2903,1664,2026-01-26 13:49:07,cancelled
2904,716,2026-01-20 04:59:19,delivered
2905,2432,2025-12-18 03:57:44,cancelled
2906,1549,2026-01-20 22:02:03,cancelled
2907,765,2025-11-09 15:42:51,cancelled
2908,2202,2025-12-10 08:13:34,delivered
2909,836,2025-12-22 08:13:22,cancelled
2910,1326,2025-12-18 04:03:03,delivered
2911,1522,2025-06-10 20:37:07,cancelled
2912,1738,2025-12-13 15:12:34,delivered
2913,1898,2025-06-07 19:20:44,shipped
2914,1111,2025-10-24 10:36:57,shipped
2915,2976,2025-07-11 15:04:17,shipped
2916,1489,2025-07-12 02:32:06,processing
2917,945,2025-06-20 02:14:44,cancelled
2918,477,2025-08-29 05:17:57,processing
2919,1122,2026-03-15 01:21:18,processing
2920,1253,2025-05-05 04:48:28,delivered
2921,692,2025-04-25 15:18:35,delivered
2922,16,2025-05-14 12:30:45,shipped
2923,2490,2026-03-27 07:29:12,delivered
2924,2285,2025-12-26 23:40:35,shipped
2925,2081,2026-03-14 17:45:10,delivered
2926,1109,2025-10-26 09:39:53,shipped
2927,2438,2025-08-10 16:02:10,shipped
2928,2757,2025-10-19 22:34:27,processing
2929,2580,2025-12-09 20:35:44,shipped
2930,403,2025-12-28 15:33:12,processing
2931,1950,2025-11-15 07:32:57,cancelled
2932,819,2026-04-05 17:05:46,shipped
2933,2781,2025-05-24 14:23:22,delivered
2934,1610,2025-05-18 04:28:58,cancelled
2935,2414,2025-08-20 04:23:37,cancelled
2936,2132,2025-11-02 00:56:53,processing
2937,1954,2025-10-21 15:31:57,shipped
2938,2337,2026-01-14 03:02:38,processing
2939,2839,2025-11-03 18:25:18,shipped
2940,487,2025-08-09 13:46:10,processing
2941,1383,2025-05-11 09:26:15,delivered
2942,618,2025-06-28 09:17:55,shipped
2943,2115,2025-06-17 17:33:31,shipped
2944,2253,2025-08-06 20:40:52,delivered
2945,677,2026-02-21 05:49:54,cancelled
2946,155,2025-09-24 11:21:10,shipped
2947,1368,2025-05-27 18:56:27,shipped
2948,275,2025-11-12 09:07:35,delivered
2949,2267,2026-02-20 04:42:57,cancelled
2950,2738,2026-04-09 11:43:30,processing
2951,670,2025-11-16 16:53:56,shipped
2952,1223,2025-09-25 01:48:29,processing
2953,2142,2025-04-30 01:28:29,shipped
2954,1661,2025-11-29 17:52:22,processing
2955,2074,2025-12-26 04:21:12,cancelled
2956,2555,2025-12-14 18:13:35,cancelled
2957,2059,2025-09-18 05:10:12,cancelled
2958,1007,2025-12-08 13:13:04,shipped
2959,1500,2026-03-09 23:39:31,processing
2960,1548,2025-10-14 02:36:59,processing
2961,1770,2026-03-24 16:00:13,cancelled
2962,15,2025-07-06 22:12:58,shipped
2963,671,2025-10-19 17:09:42,shipped
2964,2132,2025-06-26 20:20:05,delivered
2965,1008,2025-12-25 20:01:07,cancelled
2966,1489,2025-08-06 23:24:38,cancelled
2967,1885,2025-06-02 21:06:31,shipped
2968,1930,2025-06-23 22:17:58,shipped
2969,2363,2025-08-30 19:39:09,shipped
2970,148,2025-10-13 03:01:56,processing
2971,2918,2025-05-31 23:42:52,shipped
2972,1012,2026-02-03 04:04:58,shipped
2973,624,2026-03-28 06:29:43,shipped
2974,770,2026-04-10 15:26:52,processing
2975,331,2025-12-29 04:28:10,shipped
2976,182,2025-09-22 07:22:39,cancelled
2977,117,2026-02-02 20:58:20,cancelled
2978,960,2025-09-23 03:35:34,shipped
2979,312,2025-07-12 22:14:29,shipped
2980,983,2026-02-17 00:53:47,shipped
2981,2964,2025-11-02 20:06:21,shipped
2982,2069,2026-02-10 04:40:42,processing
2983,1049,2025-08-09 08:18:46,processing
2984,1115,2025-08-02 06:33:10,cancelled
2985,692,2025-07-13 18:06:58,delivered
2986,149,2025-08-04 08:54:29,cancelled
2987,2966,2026-01-30 06:11:42,cancelled
2988,661,2025-07-11 18:50:21,processing
2989,1276,2026-01-17 04:50:54,cancelled
2990,1788,2025-06-17 16:59:45,cancelled
2991,2143,2025-09-24 11:43:53,shipped
2992,1859,2025-06-21 22:18:38,processing
2993,2605,2026-03-29 01:55:17,cancelled
2994,826,2025-10-20 22:26:42,delivered
2995,776,2025-08-20 08:53:08,cancelled
2996,1476,2026-03-20 19:18:29,delivered
2997,46,2026-01-23 01:04:19,cancelled
2998,956,2025-05-14 23:23:29,processing
2999,1057,2025-07-01 15:45:04,processing
3000,399,2025-09-29 11:30:36,cancelled
3001,555,2025-05-23 15:47:57,shipped
3002,1017,2025-08-09 19:43:29,shipped
3003,280,2026-04-04 08:23:49,cancelled
3004,629,2025-06-03 00:59:05,delivered
3005,630,2025-06-15 14:47:29,shipped
3006,1999,2026-03-18 13:55:46,cancelled
3007,494,2025-12-04 01:24:44,shipped
3008,1939,2025-12-26 11:02:39,processing
3009,1716,2026-01-11 09:59:13,shipped
3010,2796,2025-06-09 06:09:11,processing
3011,1622,2025-04-17 19:15:07,cancelled
3012,2666,2025-09-08 16:14:05,processing
3013,2572,2025-07-14 17:39:11,shipped
3014,515,2025-04-16 18:37:55,processing
3015,2860,2025-11-04 21:10:04,cancelled
3016,393,2026-03-17 18:16:35,cancelled
3017,2523,2026-03-16 12:40:16,shipped
3018,2159,2026-02-05 21:42:43,delivered
3019,2036,2025-11-01 15:41:53,cancelled
3020,2628,2026-04-05 02:20:56,delivered
3021,874,2025-08-27 07:17:49,processing
3022,1760,2025-06-24 13:28:22,shipped
3023,1060,2025-04-21 22:40:41,processing
3024,1214,2025-09-13 07:59:50,delivered
3025,1668,2025-05-21 05:09:45,delivered
3026,240,2026-03-05 07:08:25,processing
3027,1623,2026-02-19 08:35:03,cancelled
3028,1899,2025-12-25 09:07:14,delivered
3029,2503,2025-07-06 01:31:34,processing
3030,1586,2025-06-01 06:03:50,cancelled
3031,1731,2025-09-04 01:49:49,delivered
3032,2452,2026-01-13 16:22:39,cancelled
3033,460,2025-10-06 20:32:55,processing
3034,833,2025-04-15 17:50:50,cancelled
3035,1038,2025-11-03 08:11:47,cancelled
3036,2681,2025-08-25 15:12:54,delivered
3037,1830,2025-05-27 08:20:43,delivered
3038,1035,2026-02-28 21:37:29,cancelled
3039,222,2025-12-05 07:30:08,shipped
3040,1259,2025-05-28 11:38:43,cancelled
3041,361,2025-05-15 00:47:03,shipped
3042,1464,2026-01-16 19:59:18,delivered
3043,589,2025-08-04 10:35:26,cancelled
3044,1256,2025-04-14 20:05:08,shipped
3045,403,2026-01-26 22:43:57,delivered
3046,1175,2025-09-07 22:26:36,shipped
3047,2859,2025-04-26 06:21:17,cancelled
3048,173,2026-01-03 07:18:05,cancelled
3049,766,2025-10-08 01:25:38,shipped
3050,1512,2026-01-01 14:51:01,delivered
3051,200,2026-03-24 15:24:10,shipped
3052,2293,2026-03-03 17:59:18,shipped
3053,283,2026-04-10 00:50:30,processing
3054,2194,2026-02-20 02:03:28,processing
3055,361,2025-07-09 00:44:27,shipped
3056,1748,2026-04-05 19:18:51,processing
3057,325,2026-03-03 16:26:42,delivered
3058,2184,2025-10-19 22:56:03,shipped
3059,187,2026-01-10 15:33:04,processing
3060,421,2025-07-01 10:05:21,shipped
3061,1132,2025-05-24 23:51:19,processing
3062,418,2025-12-17 13:22:26,delivered
3063,1084,2025-07-26 16:30:01,cancelled
3064,2853,2025-06-24 12:17:24,processing
3065,1230,2025-07-26 11:04:33,shipped
3066,2668,2025-11-18 12:10:25,cancelled
3067,1395,2025-11-23 16:25:36,delivered
3068,1657,2025-07-03 22:18:06,processing
3069,1485,2026-03-08 01:26:43,processing
3070,1454,2025-10-16 10:30:43,processing
3071,835,2025-08-16 20:49:47,processing
3072,1203,2026-03-12 21:40:11,shipped
3073,917,2025-11-07 06:37:05,delivered
3074,477,2025-11-21 05:31:56,cancelled
3075,1278,2026-01-04 22:12:31,cancelled
3076,2349,2025-12-18 23:28:09,delivered
3077,940,2025-08-05 00:49:39,delivered
3078,2050,2026-01-25 04:06:47,delivered
3079,1977,2025-11-27 08:45:39,delivered
3080,2881,2025-06-11 05:15:23,cancelled
3081,1788,2026-03-09 03:41:00,shipped
3082,2449,2025-12-08 10:55:00,shipped
3083,1610,2026-02-09 18:06:06,delivered
3084,1769,2025-04-25 00:22:17,delivered
3085,42,2026-02-06 17:38:17,shipped
3086,78,2026-01-10 03:52:07,cancelled
3087,2373,2025-10-13 21:42:46,cancelled
3088,13,2025-06-05 18:00:32,delivered
3089,2716,2026-03-20 02:09:30,delivered
3090,1097,2025-08-13 19:33:02,delivered
3091,1366,2025-05-07 04:28:17,shipped
3092,590,2025-11-21 09:32:16,shipped
3093,1103,2026-01-16 21:18:34,processing
3094,1411,2025-11-17 13:02:41,shipped
3095,2093,2026-02-12 10:09:19,cancelled
3096,2056,2025-08-23 00:16:47,delivered
3097,2435,2026-03-18 10:25:20,processing
3098,2463,2025-08-15 01:41:58,processing
3099,1780,2025-12-24 14:17:32,delivered
3100,1136,2025-10-22 19:22:08,delivered
3101,1245,2025-12-08 09:15:41,delivered
3102,1523,2025-12-05 07:07:42,delivered
3103,182,2025-04-20 01:25:06,processing
3104,1666,2025-10-17 11:04:13,shipped
3105,1917,2025-11-12 19:42:40,cancelled
3106,1516,2025-11-16 05:45:28,cancelled
3107,2211,2026-02-27 23:25:06,delivered
3108,576,2025-06-18 10:07:51,delivered
3109,2234,2025-08-24 17:10:41,processing
3110,1296,2025-11-29 14:20:45,delivered
3111,1487,2025-07-02 08:50:46,processing
3112,745,2026-01-12 08:01:53,processing
3113,1184,2026-02-05 21:27:26,shipped
3114,2337,2025-06-16 12:58:02,delivered
3115,1668,2026-01-16 05:55:48,cancelled
3116,2452,2025-05-23 00:21:06,shipped
3117,729,2025-08-19 01:02:01,shipped
3118,1829,2025-04-22 15:32:28,processing
3119,1747,2026-04-02 21:59:56,processing
3120,1468,2026-02-20 16:01:31,shipped
3121,2435,2025-07-15 16:43:04,delivered
3122,882,2025-11-13 00:08:11,delivered
3123,1586,2026-01-11 12:30:16,cancelled
3124,1971,2026-04-01 15:20:58,cancelled
3125,1397,2025-07-10 18:52:06,shipped
3126,1219,2025-06-30 05:58:34,processing
3127,1278,2025-06-05 05:01:53,cancelled
3128,2991,2025-10-06 02:04:12,shipped
3129,2537,2025-12-31 04:27:10,processing
3130,949,2025-09-19 03:54:59,cancelled
3131,1017,2025-10-03 22:53:41,cancelled
3132,1255,2026-02-02 23:33:30,cancelled
3133,644,2025-06-23 09:48:41,cancelled
3134,219,2025-08-18 15:23:35,shipped
3135,221,2026-03-19 15:44:54,shipped
3136,381,2026-04-01 03:00:34,shipped
3137,2916,2025-12-06 02:35:57,processing
3138,2564,2025-10-23 05:11:50,processing
3139,697,2025-08-20 08:41:42,shipped
3140,2525,2025-11-08 21:28:00,delivered
3141,2494,2025-08-05 16:29:56,shipped
3142,2442,2025-07-25 17:04:44,delivered
3143,2595,2025-11-21 13:16:29,cancelled
3144,415,2025-12-11 06:56:16,delivered
3145,2032,2025-09-09 22:58:53,cancelled
3146,591,2025-12-12 16:37:20,cancelled
3147,1605,2025-12-26 07:50:07,shipped
3148,2864,2025-12-16 04:50:38,cancelled
3149,2193,2025-10-02 02:31:23,processing
3150,315,2025-05-16 16:42:53,cancelled
3151,302,2025-04-17 14:15:30,shipped
3152,1805,2025-11-01 20:19:21,shipped
3153,1339,2025-07-04 16:22:14,shipped
3154,1732,2025-11-14 07:17:12,shipped
3155,1357,2025-10-15 00:50:31,cancelled
3156,2103,2025-09-21 08:32:41,delivered
3157,73,2025-05-24 17:05:00,cancelled
3158,2290,2026-01-12 23:55:41,cancelled
3159,1710,2025-11-15 06:24:20,cancelled
3160,2097,2026-04-11 09:30:20,shipped
3161,994,2026-04-10 22:42:26,delivered
3162,2386,2025-12-05 23:11:20,cancelled
3163,2675,2026-03-29 09:24:14,delivered
3164,1853,2026-03-30 00:53:27,cancelled
3165,1025,2025-10-20 17:14:16,shipped
3166,374,2025-12-28 23:28:57,processing
3167,114,2025-04-26 18:51:18,delivered
3168,1368,2025-06-12 02:02:09,processing
3169,429,2025-10-27 05:35:06,shipped
3170,747,2026-02-06 07:06:22,delivered
3171,508,2025-04-29 01:02:13,delivered
3172,2441,2026-03-08 21:03:55,processing
3173,2426,2025-12-18 00:10:19,shipped
3174,2752,2026-03-06 12:47:09,shipped
3175,1837,2025-06-11 04:10:01,delivered
3176,2548,2025-04-14 23:44:52,cancelled
3177,373,2026-01-02 13:17:04,shipped
3178,299,2025-05-27 14:55:01,delivered
3179,652,2025-06-26 07:16:40,delivered
3180,2348,2026-01-26 09:27:25,shipped
3181,1082,2026-01-08 13:14:29,delivered
3182,142,2025-05-30 01:29:51,shipped
3183,621,2025-05-24 00:12:12,processing
3184,2306,2025-09-11 10:20:40,delivered
3185,2002,2025-09-11 01:53:09,processing
3186,845,2025-08-26 23:26:25,processing
3187,2293,2025-05-31 08:20:16,cancelled
3188,1220,2025-05-17 21:48:57,delivered
3189,879,2025-09-28 14:13:30,shipped
3190,2426,2025-09-06 16:21:55,processing
3191,2734,2025-09-19 12:25:48,cancelled
3192,2515,2025-06-04 18:37:29,processing
3193,2280,2025-06-16 06:33:08,processing
3194,2235,2026-03-25 17:17:37,cancelled
3195,704,2025-09-03 10:55:34,shipped
3196,2022,2025-07-24 22:04:40,delivered
3197,291,2026-04-02 00:57:08,cancelled
3198,2767,2025-06-15 14:13:58,cancelled
3199,2789,2026-03-07 05:20:41,shipped
3200,929,2025-12-04 06:34:54,processing
3201,1875,2025-05-23 10:27:36,processing
3202,1614,2025-12-15 10:28:06,cancelled
3203,2052,2025-06-20 09:53:28,cancelled
3204,619,2025-04-26 20:11:58,cancelled
3205,2718,2025-04-30 17:02:58,cancelled
3206,2352,2026-02-24 03:06:00,cancelled
3207,1678,2025-05-25 07:07:13,shipped
3208,1212,2025-07-29 14:51:30,cancelled
3209,2167,2025-10-03 10:55:14,delivered
3210,1480,2026-04-03 01:40:38,processing
3211,2936,2025-07-29 19:16:00,delivered
3212,1648,2025-10-15 03:11:25,shipped
3213,2610,2026-03-22 05:20:14,cancelled
3214,276,2025-06-29 22:22:15,cancelled
3215,2977,2026-02-17 18:56:02,shipped
3216,1743,2025-07-19 10:50:35,cancelled
3217,160,2026-03-09 09:24:47,processing
3218,1095,2025-05-03 00:56:11,processing
3219,610,2025-10-24 02:34:22,shipped
3220,841,2025-08-15 23:28:55,cancelled
3221,1397,2025-10-07 05:08:00,shipped
3222,2543,2026-03-20 00:34:41,shipped
3223,1613,2025-07-07 16:25:14,cancelled
3224,993,2025-09-13 21:48:54,processing
3225,1300,2025-11-04 09:32:06,delivered
3226,1363,2025-04-21 04:05:33,processing
3227,2501,2025-12-13 03:17:07,delivered
3228,1239,2026-03-01 07:00:12,cancelled
3229,1485,2026-04-05 17:48:56,delivered
3230,177,2025-09-21 03:15:29,shipped
3231,2162,2025-10-24 01:51:41,cancelled
3232,2662,2026-03-22 01:14:29,shipped
3233,211,2026-04-03 18:28:44,delivered
3234,1265,2025-11-15 07:16:41,cancelled
3235,2539,2026-02-12 21:42:54,shipped
3236,1600,2025-08-26 08:52:15,shipped
